,INTPTLAT10,INTPTLON10
529,41.1853343,-84.1751158
530,41.3712031,-84.520754
531,41.5179514,-83.5720038
532,41.5312274,-84.2288363
533,41.6584215,-84.5634914
534,41.4341293,-84.2543218
535,41.3033043,-84.5637286
536,41.4873857,-84.3924662
537,41.5939716,-83.8786533
538,41.700591,-83.7388517
539,41.4199707,-83.7401071
540,41.4926527,-83.75339
541,41.5803451,-84.1610652
542,41.2120121,-112.0345641
543,35.4190906,-97.3940463
544,35.3894094,-97.4893275
545,34.4903385,-93.7113668
546,35.4012377,-97.3298758
547,35.5716808,-97.4165603
548,34.6003155,-93.8383599
549,41.2149912,-111.889589
550,34.036195,-93.3227452
551,34.4241338,-93.2407307
552,35.3878548,-97.5788345
553,34.6704847,-93.746571
554,34.5241714,-93.2904959
555,34.6692421,-93.6292099
556,34.6689345,-93.489154
557,34.3040216,-94.034257
558,34.3828911,-94.2768624
559,35.3324382,-97.4752173
560,34.3018822,-94.3189864
561,34.1263845,-93.0552858
562,34.1274583,-93.0590669
563,41.2694732,-112.1176448
564,35.0583514,-92.8858457
565,35.5820109,-97.6409283
566,38.5766179,-122.4443883
567,37.9965006,-121.8123009
568,38.0980706,-122.1359397
569,38.0289395,-121.6405212
570,38.1348519,-121.8341563
571,37.9222276,-121.668359
572,37.8263717,-121.622546
573,38.6348225,-122.6150507
574,37.8339014,-122.165034
575,37.8902169,-121.8783538
576,37.9503623,-122.0220389
577,37.9884511,-122.0130006
578,37.9952866,-122.0406261
579,37.9560116,-121.956194
580,37.954131,-122.0761395
581,38.0529515,-122.2320944
582,37.8146133,-121.9905515
583,37.8456012,-121.9506119
584,37.9215605,-122.2983366
585,37.9657646,-121.7758176
586,38.2807448,-122.0063799
587,38.2445476,-122.1350876
588,38.2822211,-121.9247148
589,37.5705083,-121.9812503
590,37.5013676,-121.956753
591,37.5169087,-121.9117666
592,37.6739447,-122.0848208
593,42.5473958,-84.2809939
594,30.4200665,-89.2750429
595,37.7973972,-87.8892159
596,30.2513035,-89.6010198
597,37.7439816,-87.8017184
598,37.4726196,-87.8694519
599,42.8639131,-84.592296
600,37.1812528,-87.3561589
601,42.641171,-84.6474172
602,42.8352789,-84.7631278
603,30.7309966,-89.0933975
604,37.0561927,-84.4509023
605,30.6101324,-89.0917665
606,42.7640506,-84.4599382
607,42.727604,-84.4814203
608,30.2900816,-89.3832781
609,37.16496,-84.5193992
610,37.2221537,-84.7860314
611,36.9423696,-84.6326462
612,42.5093186,-84.6604397
613,36.9553066,-84.5350398
614,30.9047292,-89.086488
615,43.3982054,-85.015378
616,37.1818017,-85.023368
617,37.0721946,-84.5923547
618,43.0962186,-84.3724876
619,43.4118826,-84.7765816
620,30.3571008,-88.4893234
621,43.1325854,-85.032114
622,37.3090818,-84.9509784
623,37.3588837,-84.7943428
624,43.0249034,-84.7490569
625,42.6693193,-84.0765833
626,37.0299484,-84.8151249
627,37.1562375,-84.6975837
628,37.1589756,-84.8892762
629,39.6655389,-121.3519555
630,39.4096859,-121.7566527
631,39.3012294,-121.3379292
632,39.4328816,-121.2611427
633,39.4497945,-121.9363724
634,39.4882862,-121.0668511
635,40.133728,-121.0926933
636,39.4841083,-121.192649
637,39.7456276,-121.843834
638,39.6857096,-121.8440838
639,39.5468871,-121.1762149
640,39.2664692,-121.9786035
641,40.0600999,-120.9079574
642,39.3793437,-121.192261
643,39.6053832,-120.811013
644,38.8852443,-121.9990391
645,39.6047133,-121.795288
646,39.5719825,-122.5808268
647,39.5163136,-121.2509345
648,40.01945,-121.566635
649,39.5848072,-122.0322971
650,39.495266,-120.9438112
651,39.1963867,-120.9722894
652,39.2155858,-121.2032398
653,40.1745661,-120.8197556
654,39.3392635,-121.7707851
655,39.0992301,-121.1388483
656,39.0434473,-121.9180988
657,39.7225122,-122.0044327
658,39.2590224,-121.7768256
659,39.8846537,-121.5867885
660,39.2945158,-122.2017152
661,39.838288,-121.1342345
662,39.0609213,-121.8271551
663,39.3478111,-120.9187284
664,39.4032165,-121.0344858
665,39.0403045,-121.5604837
666,39.3447901,-121.2645551
667,39.7363084,-122.2593382
668,39.5939448,-121.5813626
669,39.4753603,-121.4141104
670,27.9511221,-82.4296797
671,35.031281,-84.6808506
672,27.9174523,-82.4522793
673,35.1156877,-85.0638035
674,35.3825297,-85.5597422
675,37.7154567,-76.8319889
676,39.8187328,-82.1138678
677,39.9992905,-81.3788617
678,46.7208942,-88.3215922
679,39.8195698,-81.427766
680,37.6685728,-77.0544136
681,46.3854174,-89.6163563
682,39.9086712,-81.4379538
683,37.4557955,-76.9035007
684,39.6217952,-82.2124666
685,37.6509583,-76.7990176
686,46.7111754,-89.0200146
687,37.6067689,-76.5147485
688,39.8044797,-82.2785808
689,39.7104644,-81.2770123
690,47.3863327,-88.1337036
691,46.7013624,-88.7849452
692,39.5239636,-81.801822
693,42.6723955,-89.2105063
694,40.1342579,-87.7618765
695,40.1504277,-87.9629048
696,40.3060274,-87.9586058
697,39.9052548,-88.2784716
698,42.920044,-88.8571449
699,43.2292617,-90.2849151
700,39.9750645,-88.152723
701,42.5661403,-90.0293616
702,40.3049246,-87.8024644
703,43.0575679,-90.3454599
704,42.8775596,-89.9056628
705,40.3125868,-88.1545487
706,42.7387372,-89.0402224
707,39.8975493,-87.6183889
708,40.1902224,-87.9680423
709,39.9453764,-88.3781095
710,40.1338964,-88.0391224
711,40.0471482,-88.2567515
712,40.1034847,-88.4164201
713,42.6522444,-88.9481662
714,39.9013273,-87.836174
715,39.9891919,-88.0816006
716,40.2426506,-88.1454535
717,39.9737955,-88.2489061
718,42.682985,-89.1246732
719,40.1062297,-88.7547293
720,36.2603357,-84.292968
721,36.5542252,-83.9605183
722,28.0857347,-81.8137314
723,36.1008826,-84.1686912
724,36.0224147,-84.4293813
725,36.1184202,-83.8125842
726,35.8148311,-83.2027023
727,41.4586076,-70.613479
728,41.7611873,-70.6959913
729,41.4002519,-70.6569337
730,41.7722213,-70.7629481
731,41.258845,-70.0073327
732,41.6579605,-70.298093
733,41.7067558,-70.3124896
734,41.7475128,-70.0662227
735,41.6590971,-70.3468771
736,41.6897337,-69.9721256
737,41.6240537,-70.4393967
738,41.7057259,-70.2709278
739,41.7302281,-70.1973983
740,41.6680669,-70.1369791
741,41.7512456,-70.1534717
742,41.841331,-69.9774364
743,41.7977769,-69.9373266
744,41.6834882,-70.5107856
745,41.7110498,-70.057613
746,41.6705961,-70.0714493
747,41.6301267,-70.3101436
748,41.6709463,-70.4153701
749,41.6168006,-70.4900969
750,41.701947,-69.9613745
751,32.7384708,-96.1691657
752,32.1665845,-96.1188199
753,33.0659705,-96.308737
754,30.1708736,-92.0547842
755,40.540963,-106.8501112
756,40.4487032,-106.8181839
757,39.6707556,-106.0000641
758,30.1954829,-92.081327
759,39.7466315,-106.2705296
760,32.3722011,-96.7849441
761,30.2783209,-92.0280347
762,33.0130469,-96.4538868
763,32.3608294,-96.9155228
764,40.1648369,-105.1031785
765,30.1552385,-92.0282253
766,32.7032691,-95.9946662
767,40.1690141,-105.2103757
768,32.6051769,-96.6743172
769,33.0617371,-96.3958247
770,29.8946123,-92.193173
771,32.7166057,-96.620087
772,30.4157287,-91.9204968
773,29.8999687,-91.903251
774,32.7238926,-96.5558037
775,37.0752223,-88.1740493
776,37.1072751,-88.986746
777,37.0583371,-88.4657068
778,36.9658541,-88.8281298
779,36.8828383,-88.7663655
780,37.3571384,-88.0895147
781,43.4059471,-83.8939978
782,36.7325322,-88.6398816
783,36.9187907,-88.756493
784,43.4200263,-83.9744724
785,36.5268053,-79.2337548
786,35.225229,-79.9801863
787,36.174072,-79.9922326
788,36.4796508,-79.4725635
789,35.7564045,-79.2097895
790,35.9314476,-79.7580501
791,36.3103602,-79.1962496
792,36.5101899,-79.403541
793,35.6970133,-79.6257928
794,35.8407367,-79.8024987
795,36.3416434,-79.6575265
796,35.4630868,-79.5840912
797,36.4641162,-79.556845
798,35.5144078,-79.195453
799,35.3847044,-79.1372155
800,35.9458726,-79.317167
801,35.5237589,-79.6959088
802,36.5037281,-79.0914776
803,35.7222653,-79.4336905
804,35.9013125,-79.416062
805,35.8082528,-79.8882126
806,35.7949664,-79.5740072
807,35.436865,-79.8042722
808,36.2665997,-79.9706249
809,36.228232,-79.8800606
810,35.8605804,-80.0992879
811,35.8092804,-79.9780246
812,35.4068545,-79.9681443
813,35.2391657,-79.5350596
814,36.0426989,-79.6086857
815,36.3740995,-79.3345125
816,36.0691444,-79.7651561
817,36.0659733,-79.8243831
818,36.115383,-79.7346431
819,36.0004551,-79.7639391
820,41.3497669,-83.7894259
821,41.5881171,-84.4411412
822,41.5133157,-83.8228163
823,41.6515257,-83.540954
824,41.6480257,-83.5068635
825,41.6731356,-83.6114138
826,41.648634,-83.6041323
827,37.8641597,-82.8107046
828,37.728702,-83.4923175
829,37.5832201,-83.7107106
830,37.4255812,-83.6402073
831,37.4456753,-83.1531931
832,37.8007491,-83.3892236
833,37.506632,-83.2830396
834,37.4093845,-83.3010265
835,37.8229315,-83.3302902
836,37.8013881,-83.6146108
837,37.706784,-83.6288725
838,37.5950314,-83.2177795
839,37.415013,-83.2278166
840,37.6637975,-83.3147697
841,35.3554351,-97.365215
842,34.6607945,-92.5275121
843,35.3827701,-97.642601
844,34.3825286,-91.3902612
845,41.1567963,-111.9657986
846,35.3255738,-97.5524646
847,35.3408054,-97.6274914
848,35.4283911,-97.6408428
849,34.2827855,-91.7793099
850,35.5371888,-91.070427
851,41.3219643,-111.9761331
852,35.243873,-91.359583
853,35.0019031,-91.9831768
854,39.5464271,-110.757596
855,35.3201947,-91.5376181
856,37.5858447,-109.4077997
857,34.5006233,-92.4658852
858,37.0941073,-109.6181816
859,35.0948093,-91.9075309
860,39.2376742,-111.0144726
861,34.2032886,-97.1155201
862,34.455104,-97.5584167
863,38.9748242,-109.1304186
864,39.1429866,-111.0688441
865,35.4553443,-92.3684721
866,37.6598876,-122.0371583
867,37.6338216,-122.0572015
868,37.6059048,-122.126873
869,37.7172764,-122.0819576
870,38.0101662,-122.2617283
871,37.9742947,-121.6514409
872,37.8970087,-122.1142919
873,37.5199829,-121.5755948
874,37.7504663,-121.7492022
875,37.7227186,-122.0215561
876,37.9938923,-122.1364409
877,37.5482046,-122.0986773
878,37.840645,-122.1148768
879,38.4419772,-122.2383306
880,38.2331145,-122.3096352
881,37.5045144,-122.0329158
882,37.9939359,-121.6911388
883,37.8799199,-122.1845716
884,37.9940382,-122.2825889
885,38.0145762,-121.906255
886,37.6484513,-121.8499729
887,38.706906,-122.3939967
888,37.7152477,-121.914693
889,38.0442583,-122.1987648
890,38.1488625,-121.7376689
891,38.0327933,-122.2522107
892,37.2785316,-84.7831719
893,42.7470097,-84.7710327
894,31.5630804,-90.4712621
895,37.2659355,-84.6046956
896,31.4366371,-90.4568498
897,43.1833574,-85.2566668
898,31.4593058,-90.8453502
899,36.7396584,-85.1102123
900,36.7822477,-85.0290276
901,42.7631383,-84.3793607
902,31.0672084,-91.1340064
903,43.1122038,-84.2393145
904,36.9126574,-85.13806
905,36.7403929,-84.4809886
906,31.306441,-91.1806465
907,31.1914286,-90.4634305
908,42.6335217,-84.5380755
909,31.2250044,-90.9959239
910,31.3551992,-90.174857
911,31.2465494,-90.0142583
912,36.8020113,-84.8304404
913,42.5755223,-83.9233979
914,36.8733693,-84.4426756
915,43.1024411,-84.8458972
916,36.6800863,-84.3965795
917,36.6746019,-84.4704772
918,31.1487846,-90.7988909
919,31.5259751,-90.7227002
920,37.0586814,-85.0351508
921,42.9861252,-85.0578866
922,39.4352104,-121.5519253
923,39.7168464,-121.6461796
924,39.3984236,-122.0609463
925,39.9400632,-120.8913274
926,39.8916239,-121.8419823
927,39.4802215,-121.8384537
928,39.2243531,-121.1515932
929,39.1765945,-121.2916922
930,39.875599,-121.5363149
931,39.3020351,-122.5111599
932,39.6794835,-120.998573
933,39.1727264,-121.8058194
934,40.0778838,-120.7072891
935,40.040955,-121.122652
936,39.3425474,-120.770876
937,39.1051265,-122.2830028
938,39.491654,-122.2620799
939,38.9941267,-121.5945736
940,39.0824967,-121.6801142
