,INTPTLAT10,INTPTLON10
9315,34.0734197,-118.0153445
9316,34.0462427,-118.0537475
9317,33.6858088,-112.3661677
9318,33.8231949,-111.9133775
9319,34.1525834,-117.577707
9320,34.1727542,-117.5212431
9321,33.6030914,-112.369109
9322,34.1193673,-117.8550544
9323,33.6091718,-112.2303808
9324,34.1565295,-117.8416049
9325,33.6542905,-112.2494735
9326,34.0314152,-117.9364699
9327,33.9990053,-117.9721463
9328,33.8017595,-112.2461325
9329,34.0444164,-117.9853655
9330,33.7094965,-112.4509597
9331,33.9748831,-117.9006757
9332,33.6023223,-112.4320713
9333,46.1838053,-93.3689929
9334,45.7859194,-95.7049687
9335,45.9884192,-94.3735315
9336,45.9666899,-94.8720444
9337,45.7261385,-95.5129599
9338,46.3050286,-93.2304069
9339,45.6418003,-94.8063591
9340,45.8036639,-93.629079
9341,46.0572069,-95.2486159
9342,45.9414422,-95.245716
9343,45.6289497,-94.7534885
9344,45.6977227,-93.8006856
9345,45.8379796,-93.4461391
9346,46.0995666,-93.6653032
9347,45.8954758,-95.1165686
9348,46.156724,-95.3376558
9349,45.4020307,-94.7122374
9350,45.6967393,-93.6523796
9351,46.0050086,-94.0729932
9352,45.7637555,-94.1820513
9353,45.4645449,-94.5614766
9354,45.4670093,-94.3453612
9355,45.4332291,-94.6365836
9356,45.8597401,-94.2305622
9357,45.6700283,-94.3033467
9358,45.7008761,-94.2742513
9359,37.3381714,-89.2548543
9360,37.0753598,-89.3358891
9361,37.0945591,-89.1699212
9362,37.1292629,-89.2243596
9363,37.767319,-88.5206161
9364,37.7751359,-89.3509787
9365,37.5843098,-88.7369168
9366,37.1543933,-89.3422994
9367,37.2222033,-89.0905319
9368,37.5422875,-88.7910367
9369,37.7812025,-88.7829917
9370,37.6337731,-89.387589
9371,37.2216628,-89.2043772
9372,37.8517778,-88.5459231
9373,37.822024,-88.1863166
9374,37.4248249,-88.3653191
9375,37.9029713,-89.1212191
9376,37.7082075,-88.1491379
9377,37.458595,-88.6854454
9378,37.6187254,-88.6603511
9379,37.2596413,-89.2892683
9380,37.2285821,-89.3988423
9381,37.2801173,-89.1658053
9382,37.9067282,-89.3423576
9383,37.4380531,-88.8776804
9384,37.1575314,-89.1510277
9385,43.616033,-84.7954594
9386,43.0508123,-84.9089536
9387,31.2949656,-90.4827259
9388,37.4229801,-86.4997332
9389,37.2765861,-85.7161317
9390,42.732509,-84.9250316
9391,37.6759178,-86.0708347
9392,42.7041704,-84.3921387
9393,37.4252815,-86.1410542
9394,43.0905161,-85.1046175
9395,42.9975959,-84.3763408
9396,31.124737,-90.1261641
9397,31.7104932,-90.8093404
9398,37.1170315,-85.2900701
9399,37.3064669,-86.096497
9400,31.1211173,-91.3831229
9401,36.8478225,-85.5573821
9402,37.5889542,-86.1333174
9403,37.3436034,-85.1864301
9404,43.0027181,-84.1889766
9405,43.1104076,-84.9847519
9406,37.5863675,-85.9487543
9407,36.999228,-85.2384259
9408,43.1566529,-84.6738053
9409,42.7986498,-84.223099
9410,42.9968527,-84.84415
9411,41.4372859,-81.7398141
9412,41.4495314,-81.9301623
9413,35.8567708,-84.1766425
9414,36.1239178,-83.9386235
9415,38.9996649,-87.7558523
9416,41.3812232,-81.5292264
9417,35.8162902,-89.1599708
9418,41.318156,-81.6792616
9419,41.3159125,-81.8562166
9420,39.0247797,-88.851563
9421,38.9300218,-88.0277845
9422,38.6017268,-87.7175053
9423,41.0286601,-81.1842818
9424,39.1941694,-88.6843492
9425,35.2863553,-89.7002741
9426,39.2369907,-88.4606315
9427,35.4116001,-89.7596099
9428,39.2766478,-88.6053746
9429,41.3150866,-81.3383707
9430,33.5477937,-101.9202295
9431,33.7007946,-101.8969879
9432,33.6000306,-101.9828534
9433,33.4399762,-101.8554627
9434,33.4674003,-101.9442859
9435,32.7478625,-99.9053941
9436,33.1830644,-100.2451333
9437,32.8686087,-99.6929228
9438,32.3358022,-99.3505712
9439,33.5770572,-99.8097118
9440,34.6526833,-109.2687406
9441,32.9457908,-117.2143658
9442,32.8860699,-117.0859814
9443,32.7136084,-117.1720891
9444,32.7241796,-117.1466578
9445,32.697543,-117.192775
9446,32.6798883,-117.0488898
9447,32.7394961,-117.1974012
9448,42.4684045,-88.3156827
9449,42.4067045,-88.3058608
9450,38.1516869,-85.5171721
9451,37.7493406,-84.7646049
9452,38.3320467,-83.9971083
9453,37.8546883,-83.9397102
9454,38.1469892,-83.3766105
9455,42.3490022,-88.1094021
9456,37.9377026,-83.5416613
9457,37.9387058,-83.6349474
9458,42.1314623,-88.0263289
9459,38.2453799,-84.5502414
9460,42.0352596,-87.7299278
9461,37.6039528,-85.067062
9462,42.0347464,-87.7571875
9463,37.787723,-84.8880564
9464,38.0134893,-83.7623169
9465,42.4510137,-88.2254104
9466,37.6829776,-83.9909522
9467,42.4362765,-87.9417516
9468,37.9423429,-83.8546446
9469,37.9440937,-84.638897
9470,42.2696688,-88.1409115
9471,37.9958149,-84.9795218
9472,37.9871183,-83.7438794
9473,38.158286,-84.728351
9474,38.2887174,-84.129361
9475,38.3046717,-83.8738537
9476,42.3520971,-87.8676563
9477,38.2047976,-83.4155328
9478,42.4030849,-87.8508363
9479,39.9931402,-76.469176
9480,39.9554134,-76.2635815
9481,40.0742412,-76.3149143
9482,40.0146233,-76.2463507
9483,40.0308388,-76.330432
9484,40.1116699,-76.3039068
9485,41.3450452,-76.8572564
9486,41.1834876,-77.0772707
9487,41.183625,-77.3184048
9488,41.4350232,-77.4713756
9489,41.6425283,-76.805113
9490,41.5106873,-77.496446
9491,41.3347738,-77.0785674
9492,41.5112389,-77.7361028
9493,41.1104488,-76.8784104
9494,41.4294097,-76.5786717
9495,41.2992708,-76.6857797
9496,41.3881696,-77.4186835
9497,41.2494446,-77.2696464
9498,41.2385318,-76.6022697
9499,38.1141135,-86.5695724
9500,46.4345898,-94.7945523
9501,38.1145509,-86.9996761
9502,46.4754178,-94.9196528
9503,33.786644,-80.1740651
9504,38.6607808,-86.9040687
9505,38.5788336,-87.3427775
9506,46.4642056,-95.1477656
9507,33.241221,-81.0238151
9508,38.646137,-87.040439
9509,47.0931351,-94.4680078
9510,38.8639143,-87.4383274
9511,33.8691012,-81.5510777
9512,38.8330895,-86.9734324
9513,38.4830407,-87.093828
9514,34.4553003,-80.3761539
9515,46.8372835,-95.8140396
9516,38.4627005,-87.3050187
9517,38.7640869,-87.1024289
9518,37.9500356,-86.5621267
9519,38.3178076,-86.8044622
9520,38.1769964,-86.617343
9521,47.3588103,-96.5248676
9522,34.2230911,-80.27265
9523,38.152526,-86.8089379
9524,46.8399442,-95.9952834
9525,38.9023404,-87.193521
9526,34.5233815,-81.1145128
9527,38.110937,-86.915134
9528,38.3552026,-86.7671564
9529,34.4374422,-81.3301255
9530,46.6457107,-96.4313929
9531,38.6556937,-86.7625996
9532,40.3972279,-81.4054168
9533,35.729072,-88.7829777
9534,28.4867606,-82.6330206
9535,35.8651005,-83.4789701
9536,41.4830409,-81.8017156
9537,36.1511298,-83.406846
9538,35.6206416,-83.8940112
9539,41.5447837,-81.607394
9540,39.1187222,-88.5623852
9541,38.5387999,-87.7332132
9542,36.4732942,-83.5136494
9543,41.4476706,-81.6944034
9544,39.0712643,-88.733651
9545,39.1387993,-87.837748
9546,41.5693516,-81.5647675
9547,35.6856946,-84.6779337
9548,36.4064764,-83.3425081
9549,39.1744131,-88.8263556
9550,41.4582553,-81.7885891
9551,35.6012208,-83.8130689
9552,38.7072402,-87.7665523
9553,41.5358406,-81.5741427
9554,39.022272,-88.9737585
9555,38.6107361,-87.9896722
9556,35.4764263,-84.1323392
9557,35.7455878,-83.8047184
9558,41.4832405,-81.6971658
9559,36.0916379,-84.5808888
9560,43.7101139,-91.9286062
9561,43.7471022,-92.9644761
9562,43.5292328,-92.4824883
9563,43.9433031,-91.8435771
9564,43.5265818,-92.9665421
9565,43.557061,-91.7801059
9566,44.0873202,-92.7408704
9567,44.2860188,-92.5276033
9568,44.2453124,-92.260879
9569,44.1179443,-91.7995328
9570,44.1402422,-92.535165
9571,43.6084019,-92.4737571
9572,43.7621871,-91.8451278
9573,44.1905693,-92.6560463
9574,44.1602474,-92.1580812
9575,43.6231944,-92.1281872
9576,43.7951566,-92.513371
9577,44.3970374,-92.0899413
9578,44.082475,-91.877296
9579,43.5951479,-92.8319623
9580,43.8157919,-91.7546747
9581,43.9959618,-92.0487889
9582,43.8062511,-92.7727985
9583,43.5771369,-91.6479866
9584,43.6778694,-92.3644336
9585,43.8643353,-92.4874166
9586,43.5557778,-92.6480658
9587,43.920384,-91.9507641
9588,44.3576099,-92.0492313
9589,43.8157389,-92.8846026
9590,40.6599027,-80.3197086
9591,40.1485474,-79.8782002
9592,40.1911656,-79.9224763
9593,40.3563386,-80.1499287
9594,40.6440354,-79.7253784
9595,40.747074,-80.2561426
9596,40.2072705,-79.9624334
9597,40.5571912,-79.7258025
9598,40.4121047,-80.1877989
9599,40.1392447,-79.8563296
9600,40.7340347,-80.2083539
9601,40.5860372,-79.8269137
9602,40.6074694,-79.8346954
9603,40.6251313,-80.4158915
9604,40.3559146,-80.3849772
9605,37.1229796,-90.6482664
9606,46.8567669,-99.6056719
9607,36.9569398,-90.131465
9608,47.1789596,-100.025613
9609,46.3842849,-98.0659426
9610,36.5672084,-90.2770757
9611,36.8440282,-90.2815068
9612,47.1563984,-98.4413198
9613,37.2629455,-90.4149779
9614,47.1847782,-100.2627234
9615,36.9651701,-91.0212927
9616,36.979507,-90.2647171
9617,46.277793,-99.604874
9618,36.940696,-90.4853249
9619,47.1464602,-99.3286927
9620,39.114216,-93.5409084
9621,38.9597561,-94.0679261
9622,46.7650667,-98.5499866
9623,38.789354,-94.5436248
9624,46.8160471,-100.7002832
9625,39.0067598,-94.2551362
9626,39.0150592,-94.312603
9627,46.9041199,-100.7503016
9628,39.1196165,-94.2157551
9629,39.1956196,-94.0242054
9630,39.4547191,-94.7212611
9631,38.7775422,-93.8652808
9632,38.9674249,-93.5997836
9633,46.2587107,-91.8188917
9634,46.3615768,-91.1399818
9635,45.7512621,-92.6923834
9636,45.6066672,-91.7786107
9637,46.5053667,-91.8546672
9638,46.0236044,-91.293027
9639,46.8047835,-91.2331876
9640,38.9424469,-76.2657424
9641,39.5424076,-75.4316839
9642,39.2001765,-76.0979123
9643,39.7573532,-75.1220433
9644,38.4144653,-76.1592528
9645,39.1240349,-75.9667479
9646,38.8446734,-76.2698912
9647,38.8732047,-75.9960265
9648,38.3413588,-76.0983606
9649,38.2330279,-76.0463365
9650,39.7329417,-74.9766568
9651,39.2331742,-75.9220501
9652,39.8412654,-75.0285928
9653,39.8289808,-75.0155326
9654,38.8586716,-75.8250789
9655,39.7611623,-75.3241091
9656,38.5823914,-75.9389815
9657,39.8547281,-75.1986863
9658,38.731398,-75.7724278
9659,42.3577577,-71.0649011
9660,42.3670317,-71.0504935
9661,42.3619623,-71.0478465
9662,42.3505176,-71.0590772
9663,42.3653312,-71.0552335
9664,42.3631736,-71.0686464
9665,42.337105,-71.1056964
9666,36.300986,-82.2908924
9667,28.0093585,-81.9326623
9668,36.454726,-81.8220751
9669,36.440209,-82.3488106
9670,28.1007,-81.9083343
9671,36.178723,-82.0970051
9672,36.5454416,-81.8828819
9673,36.2501197,-82.5575845
9674,28.2213356,-81.973942
9675,36.3716765,-81.7567259
9676,36.1898562,-82.3008572
9677,36.3837885,-82.2787223
9678,28.1317995,-82.030327
9679,27.9843962,-82.0152594
9680,35.7917092,-83.9872245
9681,27.9714417,-81.8944757
9682,36.2268721,-84.0097201
9683,36.330556,-83.3168694
9684,27.9651319,-81.9395216
9685,36.162997,-83.6645516
9686,36.1586321,-84.3161341
9687,28.0412578,-81.99759
9688,36.2813547,-83.0454262
9689,36.0814541,-83.1342955
9690,40.1713692,-80.6969072
9691,37.5577672,-77.3788861
9692,40.480902,-80.6624754
9693,40.0264553,-80.9400942
9694,40.6324074,-80.6838473
9695,33.8193694,-87.0880141
9696,34.4208347,-87.8324831
9697,41.5417471,-88.034728
9698,33.8779001,-88.1340749
9699,33.7955414,-87.4568875
9700,41.4995024,-88.0436807
9701,33.7460988,-88.0848075
9702,34.3391015,-88.095624
9703,41.54859,-88.1289276
9704,33.9326925,-87.7743694
9705,41.486888,-88.1292945
9706,41.1629285,-88.5604353
9707,41.5662423,-87.5502041
9708,34.608016,-87.0110523
9709,41.6759759,-87.9835086
9710,34.5354518,-86.9712262
9711,41.7006001,-88.0750061
9712,34.9544564,-87.2459614
9713,41.5926394,-88.0500431
9714,34.7738334,-87.0841448
9715,41.3926915,-87.9634721
9716,41.5028868,-87.7495705
9717,34.8201635,-86.8821614
9718,34.8537218,-86.9901123
9719,34.6627375,-86.8754192
9720,41.2431147,-88.4027315
9721,41.6343897,-87.736395
9722,34.7395036,-88.0193814
9723,34.6414029,-87.3049829
9724,41.6316981,-88.106903
9725,34.382723,-87.1521054
9726,34.930812,-87.0201845
9727,34.1800101,-117.7739392
9728,33.9036225,-112.8756673
9729,33.996484,-117.5312685
9730,33.47758,-112.3088888
9731,34.0529224,-118.1434648
9732,34.0509646,-118.1143942
9733,33.4786928,-112.3952491
9734,34.2636363,-117.6994702
9735,34.0356016,-117.5915284
9736,33.5278033,-112.7012685
9737,34.05941,-117.6740105
9738,34.0723293,-117.6983146
9739,34.0740868,-117.6056183
9740,33.559004,-110.7691258
9741,33.0863315,-110.26669
9742,32.8841086,-109.790074
9743,33.9862704,-117.8212824
9744,45.5056435,-94.6794807
9745,45.6461437,-94.2477597
9746,45.7250338,-94.9872834
9747,45.6396819,-94.082677
9748,45.5568172,-95.5377747
9749,45.9078624,-94.598327
9750,45.8094728,-94.5671908
9751,45.7008721,-95.2321878
9752,46.114411,-93.5194397
9753,45.5328601,-94.239692
9754,45.7974709,-95.091489
9755,46.3229193,-94.1252103
9756,46.3439353,-94.2760148
9757,46.4910676,-93.6358646
9758,46.9737081,-94.6970173
9759,46.3384651,-94.934656
9760,46.822929,-94.5395429
9761,37.9822974,-89.5904406
9762,37.5120696,-89.4581533
9763,37.869529,-89.056407
9764,44.9159598,-93.9196449
9765,45.2920675,-93.8387946
9766,45.0371917,-93.9183204
9767,44.9369897,-93.6777977
9768,44.6726498,-94.2320609
9769,44.8952421,-93.9760284
9770,44.7400632,-93.8997466
9771,45.1274496,-93.4453952
9772,44.7771923,-94.0367868
9773,45.5786385,-93.5920617
9774,44.6823866,-93.4135879
9775,45.0880973,-93.721594
9776,45.175547,-93.5755317
9777,44.9081067,-93.7215628
9778,45.2112494,-93.6878989
9779,44.7572986,-93.3669709
9780,44.7539755,-93.5146083
9781,44.9309635,-94.1999791
9782,45.3004199,-94.1990924
9783,44.937622,-93.6351533
9784,44.7391115,-94.4892035
9785,44.8632172,-93.6668823
9786,44.8693349,-93.7789705
9787,44.9559775,-93.8402848
9788,45.2979191,-94.4426256
9789,45.0651727,-93.9795556
9790,44.9563962,-93.5390133
9791,43.1864491,-84.5949373
9792,37.2283975,-85.5323136
9793,37.2123805,-85.7323932
9794,33.3939326,-88.5047188
9795,42.8608125,-84.9414478
9796,37.5667193,-85.6940685
9797,42.6442935,-84.7312159
9798,43.4037336,-84.8408021
9799,37.1838203,-85.8770756
9800,43.7060955,-84.7798575
9801,37.2109102,-85.1998729
9802,33.4397357,-88.3447133
9803,37.4729342,-86.3162986
9804,43.0030751,-84.5773608
9805,37.4028315,-85.7195362
9806,37.3742966,-85.1987255
9807,37.4553441,-86.3931501
9808,37.4295792,-85.6205412
9809,33.5879451,-88.4411022
9810,37.3327204,-85.9332489
9811,43.458864,-84.578359
9812,37.5145079,-85.9270933
9813,42.9331224,-85.2015835
9814,37.336817,-85.6430339
9815,37.4519916,-85.9323933
9816,37.5296641,-86.0278859
9817,43.5437275,-84.6738863
9818,43.2098427,-85.0492083
9819,43.2429117,-85.1479387
9820,43.4157188,-85.159692
9821,33.8436352,-88.5656145
9822,43.3148151,-85.1060684
9823,33.3531689,-89.1874251
9824,33.4319141,-88.6523171
9825,33.6705656,-89.3303225
9826,32.9305536,-117.008063
9827,32.7248803,-117.2199618
9828,34.5737019,-110.0641023
9829,32.5670223,-117.0042495
9830,34.1493013,-109.3365319
9831,32.6749839,-117.1617258
9832,32.5530213,-117.0424535
9833,34.4314285,-110.085261
9834,34.2516634,-109.6822571
9835,33.7109844,-116.2048436
9836,33.8213911,-109.9698267
9837,33.7539595,-116.2464869
9838,34.7357055,-109.9547019
9839,33.6922173,-116.3412484
9840,33.7654007,-116.3342046
9841,33.9489483,-116.8323621
9842,32.7858261,-114.5455055
9843,35.2876614,-111.6393027
9844,35.1897078,-111.2240145
9845,33.9483076,-116.987993
9846,35.3809395,-111.3734633
9847,30.4851768,-91.0679852
9848,32.5085599,-94.7240489
9849,30.4554629,-91.0662622
9850,38.9103931,-104.7803619
9851,32.4495975,-94.6660478
9852,42.3096322,-87.8440612
9853,38.0643742,-83.9480435
9854,42.1672308,-87.964063
9855,42.1296141,-87.9215028
9856,37.8749524,-84.5633665
9857,38.0605091,-83.6755057
9858,38.4919056,-84.8028548
9859,42.0777876,-87.7205704
9860,38.1552012,-83.7895361
9861,42.1067078,-87.7562917
9862,42.4797224,-87.8248053
9863,38.2088847,-84.2272013
9864,38.5144071,-85.0097634
9865,42.3969833,-88.3699783
9866,38.4034765,-84.5250816
9867,38.1037027,-83.5803877
9868,37.9117559,-84.8881143
9869,38.222359,-83.8897399
9870,37.7727399,-83.6900094
9871,38.3020866,-84.6870723
9872,42.3262653,-88.4560873
9873,37.8156141,-83.7923493
9874,38.0066224,-84.7393323
9875,42.4599882,-87.8650207
9876,37.7377037,-84.1330188
9877,37.9335769,-83.4922671
9878,37.8511603,-84.6656864
9879,41.9305155,-88.0169373
9880,42.1651647,-88.3087678
9881,37.9701332,-84.144974
9882,37.2918503,-83.9757624
9883,41.9805463,-88.2047613
9884,37.5704472,-84.2719308
9885,41.2409701,-77.1532743
9886,41.2850717,-77.4711657
9887,41.0325782,-77.3317574
9888,41.150402,-77.3529776
9889,41.0722406,-76.8188887
9890,41.057866,-77.4822532
9891,41.1535278,-77.5447904
9892,41.1801388,-76.9302508
9893,41.3116123,-76.8892124
9894,41.208002,-76.7398194
9895,41.3601469,-76.5355339
9896,41.4135762,-77.6573571
9897,41.2842307,-76.7001572
9898,41.5073752,-76.9761805
9899,41.3347496,-77.813637
9900,41.5657354,-76.9734507
9901,41.0838741,-77.463161
9902,41.5588357,-76.755985
9903,41.4372849,-77.0355162
9904,41.1250572,-76.7130333
9905,41.281191,-76.5330133
9906,41.4146495,-77.2928404
9907,38.2555021,-87.2595264
9908,38.2683502,-87.1580825
9909,34.2025099,-80.9969998
9910,46.2940114,-95.6930477
9911,47.4420355,-95.9760096
9912,47.5603396,-96.5496288
9913,46.4900698,-95.2503692
9914,33.348797,-80.639176
9915,47.1619412,-96.4789783
9916,38.0390956,-86.7019946
9917,38.0723892,-86.7784032
9918,38.3606278,-87.1003614
9919,46.28975,-96.4970762
9920,46.9992986,-95.9018079
9921,34.847112,-82.4022638
9922,34.7744253,-82.3766098
9923,34.8120397,-82.3300208
9924,34.9125924,-82.38817
9925,34.8309342,-82.4584967
9926,34.924255,-82.440488
9927,34.8737713,-82.3631491
9928,34.8568249,-82.2961393
9929,34.9110213,-82.4680954
9930,34.1824065,-82.4256065
9931,34.5069422,-82.6047356
9932,34.4359427,-82.6241155
9933,34.5550992,-82.7656775
9934,34.4608016,-82.7565141
9935,34.5186025,-82.4763591
9936,34.0891346,-82.5592616
9937,34.7386728,-82.799161
9938,34.6815934,-82.8177623
9939,39.2870326,-87.9985454
9940,41.5201258,-81.6780833
9941,38.7535298,-87.9435298
9942,36.3101724,-83.608265
9943,41.4935389,-81.6711879
9944,39.238805,-88.8832319
9945,39.4626875,-87.5798902
9946,41.4730717,-81.8538246
9947,36.0852743,-83.29873
9948,38.9911593,-88.420192
9949,41.5709169,-81.5236704
9950,36.2920676,-83.1381089
9951,38.8300942,-88.0921985
9952,36.5556961,-84.3576443
9953,38.8923222,-88.6640285
9954,35.9636434,-83.9206101
9955,44.2914026,-92.8069853
9956,44.1582452,-92.9043951
9957,43.994246,-91.6254405
9958,43.7321844,-92.2617859
9959,44.2612148,-92.418566
9960,44.3227998,-92.682884
9961,44.1281774,-93.9789838
9962,44.2192728,-94.090329
9963,43.6608869,-93.3245632
9964,43.6618343,-93.5464235
9965,43.8861645,-94.1798051
9966,44.6025652,-93.7726409
9967,43.6201795,-94.1037862
9968,43.5831579,-93.8178978
9969,43.7620645,-93.3431071
9970,44.3053501,-93.8195353
9971,44.1158732,-94.8889683
9972,43.6074161,-93.538325
9973,44.2893134,-94.3160249
9974,44.0535787,-94.8393652
9975,43.7823394,-94.0135655
9976,44.1435921,-93.8388182
9977,43.7532447,-93.9173507
9978,43.8857752,-93.2909946
9979,43.5167138,-94.1166445
9980,44.2262573,-93.7174199
9981,43.5300465,-93.5222789
9982,43.622571,-94.4685131
9983,43.7636351,-93.556877
9984,40.5750716,-80.2361035
9985,40.3778409,-80.2129158
9986,40.2624659,-79.7857442
9987,40.6285902,-79.8032641
9988,40.3857033,-79.7224474
9989,40.6749468,-80.1063643
9990,40.1895218,-79.8534224
9991,40.2721467,-79.8961805
9992,40.225233,-79.7488064
9993,40.6250149,-80.0670578
9994,40.5803281,-79.9552406
9995,40.3213556,-80.0365495
9996,40.4038831,-79.8626051
9997,40.4101206,-80.1142094
9998,40.5004719,-80.2018018
9999,45.7973268,-92.1937872
10000,46.3783165,-90.7202383
10001,46.5793258,-91.3998495
10002,45.5160395,-91.1038221
10003,46.4810973,-91.7254072
10004,46.9406451,-90.5708301
10005,45.5681371,-92.4501707
10006,46.6503801,-91.667167
10007,46.3780325,-90.831029
10008,46.4427474,-91.1293091
10009,45.5962339,-91.6056372
10010,45.5193819,-92.4578442
10011,46.1230027,-91.8036534
10012,46.6149713,-90.6566776
10013,45.7787007,-91.1423813
10014,46.6133542,-91.7906314
10015,46.7397166,-91.3749914
10016,45.8216976,-91.2031222
10017,45.5256623,-91.707548
10018,45.7092046,-91.7753096
10019,45.7496342,-92.0020231
10020,45.7770698,-92.4017153
10021,46.3392779,-91.6970414
10022,46.5655416,-91.9428066
10023,45.9656425,-91.6922166
10024,45.8360418,-91.4935131
10025,46.5908739,-92.1283097
10026,45.9748181,-91.8669545
10027,45.4151131,-92.1701067
10028,38.2921635,-76.199153
10029,39.3347907,-75.8466245
10030,39.596035,-74.380612
10031,39.0252915,-75.8028056
10032,38.9402014,-76.2076043
10033,38.9587324,-75.7824989
10034,39.0681413,-75.8209483
10035,38.9179186,-75.9402133
10036,39.8514669,-74.6934124
10037,39.7211968,-74.8266538
10038,38.6455822,-75.8698959
10039,39.1124282,-75.8735211
10040,39.7990725,-75.1506975
10041,39.3158186,-75.9561646
10042,39.8071159,-74.924178
10043,38.8123851,-76.2830793
10044,38.4853564,-76.2393303
10045,39.6471817,-74.2845992
10046,39.1328931,-75.7706837
10047,39.3143764,-75.817023
10048,39.8646507,-75.1374752
10049,39.2560846,-75.8515227
10050,38.7031883,-76.274135
10051,38.750464,-76.1797332
10052,38.688756,-76.1278328
10053,38.7449676,-75.9127679
10054,38.9687408,-75.9861621
10055,39.650587,-74.9592925
10056,42.3505793,-71.0763972
10057,42.3375824,-71.0704819
10058,42.3240287,-71.0850172
10059,42.3320903,-71.0965446
10060,42.3062667,-71.0858974
10061,42.2914125,-71.0421575
10062,42.2858047,-71.0705705
10063,42.3156824,-71.0555547
10064,42.2742272,-71.0974228
10065,42.3349918,-71.0390934
10066,42.3612027,-71.0070498
10067,42.379657,-71.0614875
10068,42.3091743,-71.1138354
10069,42.2843326,-71.1262275
10070,42.2804549,-71.1620165
10071,38.7416148,-76.842456
10072,38.3380796,-76.7334994
10073,38.2624754,-76.8474216
10074,38.23124,-76.7711401
10075,38.1529996,-76.3398589
10076,38.3365549,-76.4503899
10077,40.8694047,-74.1730621
10078,38.1642773,-76.4757738
10079,38.4327994,-76.9579926
10080,40.8313394,-74.1354192
10081,38.2694119,-76.5068845
10082,38.3521408,-76.5671865
10083,39.9811845,-79.8115869
10084,40.0899054,-79.9325209
10085,39.81952,-79.3593497
10086,40.029709,-79.5488397
10087,40.0699475,-79.9748113
10088,40.084267,-79.6820256
10089,40.0028515,-79.9382755
10090,40.0394113,-79.6543841
10091,39.9498513,-79.5963378
10092,40.7646284,-73.9631438
10093,40.7759598,-73.9903411
10094,40.7733631,-73.9562218
10095,40.7607797,-73.9776696
10096,40.7544986,-73.9822564
10097,40.759114,-73.977596
10098,40.7591675,-73.9796681
10099,40.810852,-73.9637437
10100,40.7503098,-73.9929788
10101,40.7814283,-73.9500104
10102,40.7584035,-73.9720314
10103,40.4632011,-80.8891272
10104,40.1591033,-80.7133609
10105,40.1017518,-80.9737156
10106,37.4976025,-77.4674294
10107,40.1902661,-81.2763282
10108,40.182236,-80.8875265
10109,40.3735565,-80.9208471
10110,40.1348525,-81.083446
10111,40.1371427,-81.199035
10112,40.1653803,-81.132412
10113,37.5186235,-77.5129368
10114,40.3851953,-80.9956478
10115,40.4011278,-81.1208381
10116,37.5799121,-77.5233466
10117,41.3663306,-82.2599241
10118,37.6112917,-77.4381878
10119,41.615736,-80.5859417
10120,37.6266171,-77.492834
10121,41.8559405,-80.7918656
10122,37.5867719,-77.574165
10123,41.7652763,-80.8474849
10124,41.4451003,-82.0051085
10125,37.5866388,-77.4891223
10126,33.3539435,-109.4057828
10127,34.0422858,-117.7561062
10128,32.7537823,-109.1416554
10129,32.9864701,-109.912689
10130,34.0830858,-117.7379975
10131,33.1206511,-110.0159393
10132,34.0635158,-117.7903792
10133,33.340635,-110.8972236
10134,33.0028905,-109.3815478
10135,34.065493,-118.0845292
10136,34.1101861,-117.8103898
10137,34.1152731,-118.0882663
10138,34.1945371,-111.3043093
10139,34.0907757,-118.0950913
10140,33.3246772,-110.3108464
10141,34.1020766,-118.0577541
10142,34.1411459,-117.6555828
10143,32.9785732,-109.9893945
10144,34.3038561,-111.5611326
10145,34.105282,-117.6620355
10146,33.5652506,-111.1404145
10147,34.0181949,-117.8548209
10148,34.0669637,-117.9370069
10149,34.0616241,-117.8922352
10150,34.0225813,-117.9023585
10151,32.8137517,-109.3552302
10152,33.5796449,-110.4524166
10153,34.0907277,-118.1275266
10154,32.7243288,-109.588476
10155,32.8199507,-109.7708304
10156,34.0747361,-118.1459588
10157,33.8472233,-111.1865892
10158,33.9766515,-110.9603436
10159,32.8085625,-116.7100758
10160,31.5886754,-111.3147982
10161,32.6657619,-117.0186567
10162,32.6780697,-116.3068506
10163,32.6548143,-116.4655438
10164,32.1674953,-110.4118746
10165,31.4326689,-109.9190564
10166,32.6378681,-117.0580313
10167,32.3028125,-109.4815229
10168,47.1612571,-94.6885336
10169,46.2457451,-95.0584931
10170,46.1386006,-94.8191777
10171,46.1419508,-94.9550839
10172,46.5777636,-93.9814824
10173,46.6796355,-94.102161
10174,46.1788955,-94.6198249
10175,46.435784,-93.8889442
10176,46.1288377,-95.0974904
10177,46.7387066,-93.9149857
10178,46.7654817,-94.1178399
10179,46.1785481,-94.2614227
10180,46.2312583,-93.8315175
10181,46.9570225,-94.4482239
10182,46.3160021,-95.1753745
10183,46.4409863,-94.0006233
10184,46.6377532,-94.3372926
10185,47.1933369,-94.9753173
10186,38.8182538,-86.6371381
10187,47.2320728,-94.8539117
10188,39.1432936,-87.0051859
10189,46.772891,-95.1241029
10190,46.5373224,-94.1144303
10191,46.420532,-94.6427265
10192,38.6620604,-87.1736467
10193,46.9926973,-94.8185838
10194,38.783522,-87.3206517
10195,38.3042585,-86.7141106
10196,46.4876579,-94.2905167
10197,38.1561999,-86.5862093
10198,38.1839127,-86.7039815
10199,38.7710064,-87.4192651
