,Global Company Key,S&P Domestic Long Term Issuer Credit Rating,Data Date,Company Name,Ticker Symbol,Shillers Cyclically Adjusted P/E Ratio,Book/Market,Enterprise Value Multiple,"Price/Operating Earnings (Basic, Excl. EI)","Price/Operating Earnings (Diluted, Excl. EI)","P/E (Diluted, Excl. EI)","P/E (Diluted, Incl. EI)",Price/Sales,Price/Cash flow,Dividend Payout Ratio,Net Profit Margin,Operating Profit Margin Before Depreciation,Operating Profit Margin After Depreciation,Gross Profit Margin,Pre-tax Profit Margin,Cash Flow Margin,Return on Assets,Return on Equity,Return on Capital Employed,Effective Tax Rate,After-tax Return on Average Common Equity,After-tax Return on Invested Capital,After-tax Return on Total Stockholders Equity,Gross Profit/Total Assets,Common Equity/Invested Capital,Long-term Debt/Invested Capital,Total Debt/Invested Capital,Capitalization Ratio,Cash Balance/Total Liabilities,Total Debt/Total Assets,Total Debt/EBITDA,Short-Term Debt/Total Debt,Long-term Debt/Total Liabilities,Cash Flow/Total Debt,Free Cash Flow/Operating Cash Flow,Total Liabilities/Total Tangible Assets,Long-term Debt/Book Equity,Total Debt/Total Assets.1,Total Debt/Capital,Total Debt/Equity,Asset Turnover,Receivables Turnover,Payables Turnover,Sales/Invested Capital,Sales/Stockholders Equity,Research and Development/Sales,Avertising Expenses/Sales,Labor Expenses/Sales,Accruals/Average Assets,Price/Book,Dividend Yield
0,1447,A+,20040229,AMERICAN EXPRESS CO,AXP,27.958,0.247,20.164,22.829,23.126,23.126,23.226,2.581,27.026,0.165,0.113,0.19,0.164,0.19,0.16,0.138,0.03,0.206,0.082,0.294,0.206,0.14,0.206,0.029,0.471,0.529,1.221,0.529,0.054,0.227,7.877,0.567,0.108,0.016,0.598,50.15,1.123,0.912,0.829,10.421,0.16,0.414,0.639,0.817,1.735,0,0,0.238,-0.003,4.476,0.00749
1,1447,A+,20040331,AMERICAN EXPRESS CO,AXP,27.264,0.247,20.164,22.158,22.446,22.446,22.543,2.517,26.356,0.165,0.113,0.19,0.164,0.19,0.16,0.138,0.03,0.206,0.082,0.294,0.206,0.14,0.206,0.029,0.471,0.529,1.221,0.529,0.054,0.227,7.877,0.567,0.108,0.016,0.598,50.15,1.123,0.912,0.829,10.421,0.16,0.414,0.639,0.817,1.735,0,0,0.238,-0.003,4.365,0.00771
2,1447,A+,20040430,AMERICAN EXPRESS CO,AXP,25.74,0.247,20.164,20.919,21.19,21.19,21.283,2.376,24.882,0.165,0.113,0.19,0.164,0.19,0.16,0.138,0.03,0.206,0.082,0.294,0.206,0.14,0.206,0.029,0.471,0.529,1.221,0.529,0.054,0.227,7.877,0.567,0.108,0.016,0.598,50.15,1.123,0.912,0.829,10.421,0.16,0.414,0.639,0.817,1.735,0,0,0.238,-0.003,4.121,0.00817
3,1447,A+,20040531,AMERICAN EXPRESS CO,AXP,26.623,0.237,20.164,20.444,20.779,20.779,21.303,2.36,11.186,0.155,0.116,0.183,0.164,0.183,0.164,0.138,0.031,0.216,0.089,0.294,0.216,0,0.216,0.03,0.439,0.561,1.074,0.561,0.042,0.219,7.877,0.477,0.125,0.016,0.827,49.424,1.28,0.911,0.825,10.197,0.162,0.433,0.666,0.798,1.819,0,0,0.238,0.016,4.118,0.00789
4,1447,A+,20040630,AMERICAN EXPRESS CO,AXP,26.98,0.237,20.164,20.718,21.057,21.057,21.588,2.392,11.336,0.155,0.116,0.183,0.164,0.183,0.164,0.138,0.031,0.216,0.089,0.294,0.216,0,0.216,0.03,0.439,0.561,1.074,0.561,0.042,0.219,7.877,0.477,0.125,0.016,0.827,49.424,1.28,0.911,0.825,10.197,0.162,0.433,0.666,0.798,1.819,0,0,0.238,0.016,4.173,0.00779
5,1447,A+,20040731,AMERICAN EXPRESS CO,AXP,26.179,0.237,20.164,20.262,20.594,20.594,21.113,2.321,10.999,0.155,0.116,0.183,0.164,0.183,0.164,0.138,0.031,0.216,0.089,0.294,0.216,0,0.216,0.03,0.439,0.561,1.074,0.561,0.042,0.219,7.877,0.477,0.125,0.016,0.827,49.424,1.28,0.911,0.825,10.197,0.162,0.433,0.666,0.798,1.819,0,0,0.238,0.016,4.049,0.00796
6,1447,A+,20040831,AMERICAN EXPRESS CO,AXP,25.775,0.233,20.164,22.231,22.736,22.736,20.251,2.559,10.028,0.18,0.115,0.177,0.163,0.177,0.163,0.138,0.026,0.19,0.078,0.294,0.19,0,0.19,0.025,0.423,0.577,1.067,0.577,0.04,0.221,7.877,0.459,0.131,0.016,0.836,50.529,1.362,0.912,0.829,10.405,0.142,0.378,0.582,0.687,1.624,0,0,0.238,0.02,4.184,0.008
7,1447,A+,20040930,AMERICAN EXPRESS CO,AXP,26.518,0.233,20.164,22.871,23.391,23.391,20.834,2.632,10.316,0.18,0.115,0.177,0.163,0.177,0.163,0.138,0.026,0.19,0.078,0.294,0.19,0,0.19,0.025,0.423,0.577,1.067,0.577,0.04,0.221,7.877,0.459,0.131,0.016,0.836,50.529,1.362,0.912,0.829,10.405,0.142,0.378,0.582,0.687,1.624,0,0,0.238,0.02,4.304,0.00777
8,1447,A+,20041031,AMERICAN EXPRESS CO,AXP,27.347,0.233,20.164,23.587,24.123,24.123,21.486,2.715,10.639,0.18,0.115,0.177,0.163,0.177,0.163,0.138,0.026,0.19,0.078,0.294,0.19,0,0.19,0.025,0.423,0.577,1.067,0.577,0.04,0.221,7.877,0.459,0.131,0.016,0.836,50.529,1.362,0.912,0.829,10.405,0.142,0.378,0.582,0.687,1.624,0,0,0.238,0.02,4.439,0.00904
9,1447,A+,20041130,AMERICAN EXPRESS CO,AXP,28.196,0.245,20.164,25.208,25.792,25.792,21.677,2.928,8.647,0.183,0.117,0.176,0.168,0.176,0.168,0.138,0.024,0.183,0.074,0.294,0.183,0,0.183,0.024,0.395,0.605,1.022,0.605,0.042,0.226,7.877,0.408,0.147,0.016,0.897,51.499,1.534,0.913,0.83,10.467,0.134,0.358,0.554,0.607,1.539,0,0,0.238,0.03,4.415,0.00862
10,1447,A+,20041231,AMERICAN EXPRESS CO,AXP,28.53,0.245,20.164,25.507,26.097,26.097,21.934,2.963,8.749,0.183,0.117,0.176,0.168,0.176,0.168,0.138,0.024,0.183,0.074,0.294,0.183,0,0.183,0.024,0.395,0.605,1.022,0.605,0.042,0.226,7.877,0.408,0.147,0.016,0.897,51.499,1.534,0.913,0.83,10.467,0.134,0.358,0.554,0.607,1.539,0,0,0.238,0.03,4.467,0.00852
11,1447,A+,20050131,AMERICAN EXPRESS CO,AXP,27.002,0.245,20.164,24.14,24.699,24.699,20.759,2.804,8.28,0.183,0.117,0.176,0.168,0.176,0.168,0.138,0.024,0.183,0.074,0.294,0.183,0,0.183,0.024,0.395,0.605,1.022,0.605,0.042,0.226,7.877,0.408,0.147,0.016,0.897,51.499,1.534,0.913,0.83,10.467,0.134,0.358,0.554,0.607,1.539,0,0,0.238,0.03,4.228,0.009
12,1447,A+,20050228,AMERICAN EXPRESS CO,AXP,25.537,0.228,20.118,19.478,19.835,19.763,20.205,2.273,7.434,0.158,0.118,0.196,0.17,0.196,0.166,0.143,0.032,0.224,0.086,0.29,0.224,0.113,0.224,0.03,0.399,0.601,1.178,0.601,0.072,0.245,8.078,0.49,0.136,0.052,0.919,57.288,1.503,0.917,0.84,11.025,0.163,0.437,0.677,0.746,1.867,0,0,0.246,0.031,4.243,0.00886
13,1447,A+,20050331,AMERICAN EXPRESS CO,AXP,24.087,0.228,20.118,18.478,18.817,18.748,19.168,2.144,7.012,0.158,0.118,0.196,0.17,0.196,0.166,0.143,0.032,0.224,0.086,0.29,0.224,0.113,0.224,0.03,0.399,0.601,1.178,0.601,0.072,0.245,8.078,0.49,0.136,0.052,0.919,57.288,1.503,0.917,0.84,11.025,0.163,0.437,0.677,0.746,1.867,0,0,0.246,0.031,4.002,0.00934
14,1447,A+,20050430,AMERICAN EXPRESS CO,AXP,24.711,0.228,20.118,18.957,19.304,19.234,19.664,2.199,7.193,0.158,0.118,0.196,0.17,0.196,0.166,0.143,0.032,0.224,0.086,0.29,0.224,0.113,0.224,0.03,0.399,0.601,1.178,0.601,0.072,0.245,8.078,0.49,0.136,0.052,0.919,57.288,1.503,0.917,0.84,11.025,0.163,0.437,0.677,0.746,1.867,0,0,0.246,0.031,4.105,0.00911
15,1447,A+,20050531,AMERICAN EXPRESS CO,AXP,26.933,0.252,20.118,26.141,26.658,26.658,19.028,3.113,7.444,0.217,0.119,0.18,0.17,0.18,0.17,0.202,0.021,0.164,0.064,0.29,0.164,0,0.164,0.021,0.366,0.634,1.004,0.634,0.053,0.234,8.078,0.368,0.162,0.052,0.918,54.886,1.735,0.915,0.835,10.729,0.116,0.316,0.483,0.499,1.365,0,0,0.246,0.035,4.159,0.00891
16,1447,A+,20050630,AMERICAN EXPRESS CO,AXP,26.623,0.252,20.118,25.84,26.351,26.351,18.809,3.077,7.358,0.217,0.119,0.18,0.17,0.18,0.17,0.202,0.021,0.164,0.064,0.29,0.164,0,0.164,0.021,0.366,0.634,1.004,0.634,0.053,0.234,8.078,0.368,0.162,0.052,0.918,54.886,1.735,0.915,0.835,10.729,0.116,0.316,0.483,0.499,1.365,0,0,0.246,0.035,4.111,0.00902
17,1447,A+,20050731,AMERICAN EXPRESS CO,AXP,27.378,0.252,20.118,26.699,27.228,27.228,19.435,3.164,7.567,0.217,0.119,0.18,0.17,0.18,0.17,0.202,0.021,0.164,0.064,0.29,0.164,0,0.164,0.021,0.366,0.634,1.004,0.634,0.053,0.234,8.078,0.368,0.162,0.052,0.918,54.886,1.735,0.915,0.835,10.729,0.116,0.316,0.483,0.499,1.365,0,0,0.246,0.035,4.227,0.00873
18,1447,A+,20050831,AMERICAN EXPRESS CO,AXP,27.339,0.26,20.118,23.607,24.017,23.506,18.662,2.857,6.092,0.194,0.124,0.185,0.173,0.185,0.173,0.188,0.024,0.189,0.07,0.29,0.189,0,0.189,0.023,0.36,0.64,0.974,0.64,0.056,0.233,8.078,0.343,0.167,0.052,0.935,56.913,1.778,0.914,0.833,10.621,0.127,0.349,0.519,0.53,1.473,0,0,0.246,0.044,3.994,0.00869
19,1447,A+,20050930,AMERICAN EXPRESS CO,AXP,28.427,0.26,20.118,24.547,24.974,24.443,19.405,2.971,6.335,0.194,0.124,0.185,0.173,0.185,0.173,0.188,0.024,0.189,0.07,0.29,0.189,0,0.189,0.023,0.36,0.64,0.974,0.64,0.056,0.233,8.078,0.343,0.167,0.052,0.935,56.913,1.778,0.914,0.833,10.621,0.127,0.349,0.519,0.53,1.473,0,0,0.246,0.044,4.153,0.00836
20,1447,A+,20051031,AMERICAN EXPRESS CO,AXP,24.594,0.26,20.118,21.269,21.639,21.179,16.814,2.57,5.48,0.194,0.124,0.185,0.173,0.185,0.173,0.188,0.024,0.189,0.07,0.29,0.189,0,0.189,0.023,0.36,0.64,0.974,0.64,0.056,0.233,8.078,0.343,0.167,0.052,0.935,56.913,1.778,0.914,0.833,10.621,0.127,0.349,0.519,0.53,1.473,0,0,0.246,0.044,3.593,0.00964
21,1447,A+,20051130,AMERICAN EXPRESS CO,AXP,25.263,0.139,20.118,20.818,21.248,20.651,16.641,2.59,6.539,0.207,0.127,0.194,0.176,0.194,0.171,0.163,0.025,0.193,0.072,0.29,0.193,0,0.193,0.028,0.341,0.659,1.033,0.659,0.062,0.261,8.078,0.362,0.182,0.052,0.936,55.763,1.931,0.914,0.848,10.597,0.144,0.352,0.677,0.568,1.665,0,0,0.246,0.038,6.448,0.00933
22,1447,A+,20051231,AMERICAN EXPRESS CO,AXP,25.282,0.139,20.118,20.834,21.264,20.667,16.654,2.592,6.544,0.207,0.127,0.194,0.176,0.194,0.171,0.163,0.025,0.193,0.072,0.29,0.193,0,0.193,0.028,0.341,0.659,1.033,0.659,0.062,0.261,8.078,0.362,0.182,0.052,0.936,55.763,1.931,0.914,0.848,10.597,0.144,0.352,0.677,0.568,1.665,0,0,0.246,0.038,6.453,0.00933
23,1447,A+,20060131,AMERICAN EXPRESS CO,AXP,25.754,0.139,20.118,21.235,21.674,21.064,16.974,2.641,6.666,0.207,0.127,0.194,0.176,0.194,0.171,0.163,0.025,0.193,0.072,0.29,0.193,0,0.193,0.028,0.341,0.659,1.033,0.659,0.062,0.261,8.078,0.362,0.182,0.052,0.936,55.763,1.931,0.914,0.848,10.597,0.144,0.352,0.677,0.568,1.665,0,0,0.246,0.038,6.573,0.00915
24,1447,A+,20060228,AMERICAN EXPRESS CO,AXP,24.37,0.165,20.957,21.296,21.726,21.047,18.141,2.627,8.311,0.185,0.127,0.207,0.183,0.207,0.167,0.15,0.034,0.242,0.078,0.242,0.242,0.085,0.242,0.046,0.293,0.707,1.291,0.707,0.115,0.407,8.821,0.453,0.246,0.078,0.924,46.373,2.408,0.907,0.891,9.803,0.166,0.349,0.507,0.708,2.413,0,0,0.19,0.031,6.339,0.00891
25,1447,A+,20060331,AMERICAN EXPRESS CO,AXP,23.684,0.165,20.957,20.771,21.19,20.527,17.694,2.553,8.077,0.185,0.127,0.207,0.183,0.207,0.167,0.15,0.034,0.242,0.078,0.242,0.242,0.085,0.242,0.046,0.293,0.707,1.291,0.707,0.115,0.407,8.821,0.453,0.246,0.078,0.924,46.373,2.408,0.907,0.891,9.803,0.166,0.349,0.507,0.708,2.413,0,0,0.19,0.031,6.16,0.00913
26,1447,A+,20060430,AMERICAN EXPRESS CO,AXP,24.251,0.165,20.957,21.269,21.698,21.02,18.118,2.614,8.271,0.185,0.127,0.207,0.183,0.207,0.167,0.15,0.034,0.242,0.078,0.242,0.242,0.085,0.242,0.046,0.293,0.707,1.291,0.707,0.115,0.407,8.821,0.453,0.246,0.078,0.924,46.373,2.408,0.907,0.891,9.803,0.166,0.349,0.507,0.708,2.413,0,0,0.19,0.031,6.308,0.00892
27,1447,A+,20060531,AMERICAN EXPRESS CO,AXP,25.988,0.164,20.957,20.36,20.748,20.36,18.68,2.571,8.171,0.178,0.128,0.197,0.181,0.197,0.172,0.143,0.034,0.249,0.082,0.242,0.249,0,0.249,0.039,0.295,0.705,1.1,0.705,0.071,0.34,8.821,0.359,0.24,0.078,0.927,49.872,2.392,0.909,0.874,9.962,0.197,0.356,0.507,0.638,2.164,0,0,0.19,0.034,6.324,0.00883
28,1447,A+,20060630,AMERICAN EXPRESS CO,AXP,25.443,0.164,20.957,19.933,20.313,19.933,18.289,2.517,8,0.178,0.128,0.197,0.181,0.197,0.172,0.143,0.034,0.249,0.082,0.242,0.249,0,0.249,0.039,0.295,0.705,1.1,0.705,0.071,0.34,8.821,0.359,0.24,0.078,0.927,49.872,2.392,0.909,0.874,9.962,0.197,0.356,0.507,0.638,2.164,0,0,0.19,0.034,6.192,0.00902
29,1447,A+,20060731,AMERICAN EXPRESS CO,AXP,24.528,0.164,20.957,19.498,19.87,19.498,17.89,2.427,7.713,0.178,0.128,0.197,0.181,0.197,0.172,0.143,0.034,0.249,0.082,0.242,0.249,0,0.249,0.039,0.295,0.705,1.1,0.705,0.071,0.34,8.821,0.359,0.24,0.078,0.927,49.872,2.392,0.909,0.874,9.962,0.197,0.356,0.507,0.638,2.164,0,0,0.19,0.034,5.969,0.0115
30,1447,A+,20060831,AMERICAN EXPRESS CO,AXP,24.138,0.162,20.957,19.036,19.387,19.316,18.371,2.407,9.363,0.176,0.128,0.199,0.188,0.199,0.176,0.138,0.04,0.282,0.087,0.242,0.282,0,0.282,0.047,0.255,0.745,1.151,0.745,0.078,0.417,8.821,0.353,0.298,0.078,0.916,46.003,2.928,0.908,0.891,9.838,0.236,0.352,0.507,0.65,2.554,0,0,0.19,0.026,6.093,0.0114
31,1447,A+,20060930,AMERICAN EXPRESS CO,AXP,25.765,0.162,20.957,20.319,20.694,20.618,19.608,2.569,9.994,0.176,0.128,0.199,0.188,0.199,0.176,0.138,0.04,0.282,0.087,0.242,0.282,0,0.282,0.047,0.255,0.745,1.151,0.745,0.078,0.417,8.821,0.353,0.298,0.078,0.916,46.003,2.928,0.908,0.891,9.838,0.236,0.352,0.507,0.65,2.554,0,0,0.19,0.026,6.504,0.0107
32,1447,A+,20061031,AMERICAN EXPRESS CO,AXP,26.322,0.162,20.957,20.946,21.332,21.254,20.213,2.624,10.21,0.176,0.128,0.199,0.188,0.199,0.176,0.138,0.04,0.282,0.087,0.242,0.282,0,0.282,0.047,0.255,0.745,1.151,0.745,0.078,0.417,8.821,0.353,0.298,0.078,0.916,46.003,2.928,0.908,0.891,9.838,0.236,0.352,0.507,0.65,2.554,0,0,0.19,0.026,6.645,0.0104
33,1447,A+,20061130,AMERICAN EXPRESS CO,AXP,25.884,0.159,20.957,20.749,21.199,21.047,20.749,2.603,9.903,0.167,0.128,0.192,0.186,0.192,0.181,0.154,0.046,0.334,0.088,0.242,0.334,0,0.334,0.045,0.243,0.757,1.138,0.757,0.076,0.429,8.821,0.335,0.314,0.078,0.902,47.037,3.112,0.908,0.892,9.906,0.235,0.347,0.507,0.624,2.565,0,0,0.19,0.032,6.577,0.0102
34,1447,A+,20061231,AMERICAN EXPRESS CO,AXP,26.744,0.159,20.957,21.438,21.903,21.746,21.438,2.689,10.231,0.167,0.128,0.192,0.186,0.192,0.181,0.154,0.046,0.334,0.088,0.242,0.334,0,0.334,0.045,0.243,0.757,1.138,0.757,0.076,0.429,8.821,0.335,0.314,0.078,0.902,47.037,3.112,0.908,0.892,9.906,0.235,0.347,0.507,0.624,2.565,0,0,0.19,0.032,6.796,0.00989
35,1447,A+,20070131,AMERICAN EXPRESS CO,AXP,25.541,0.159,20.957,20.572,21.018,20.867,20.572,2.568,9.771,0.167,0.128,0.192,0.186,0.192,0.181,0.154,0.046,0.334,0.088,0.242,0.334,0,0.334,0.045,0.243,0.757,1.138,0.757,0.076,0.429,8.821,0.335,0.314,0.078,0.902,47.037,3.112,0.908,0.892,9.906,0.235,0.347,0.507,0.624,2.565,0,0,0.19,0.032,6.49,0.0103
36,1447,A+,20070228,AMERICAN EXPRESS CO,AXP,21.087,0.144,21.461,18.585,19.02,18.894,19.02,2.37,7.558,0.186,0.13,0.212,0.19,0.212,0.186,0.152,0.05,0.354,0.087,0.3,0.354,0.107,0.354,0.048,0.236,0.764,1.301,0.764,0.096,0.453,9.512,0.413,0.29,0.077,0.904,47.934,3.234,0.918,0.904,11.164,0.237,0.347,0.566,0.645,2.731,0,0,0.176,0.044,6.475,0.0106
37,1447,A+,20070331,AMERICAN EXPRESS CO,AXP,20.735,0.144,21.461,18.431,18.863,18.738,18.863,2.331,7.431,0.186,0.13,0.212,0.19,0.212,0.186,0.152,0.05,0.354,0.087,0.3,0.354,0.107,0.354,0.048,0.236,0.764,1.301,0.764,0.096,0.453,9.512,0.413,0.29,0.077,0.904,47.934,3.234,0.918,0.904,11.164,0.237,0.347,0.566,0.645,2.731,0,0,0.176,0.044,6.367,0.0106
38,1447,A+,20070430,AMERICAN EXPRESS CO,AXP,22.305,0.144,21.461,19.827,20.291,20.156,20.291,2.507,7.994,0.186,0.13,0.212,0.19,0.212,0.186,0.152,0.05,0.354,0.087,0.3,0.354,0.107,0.354,0.048,0.236,0.764,1.301,0.764,0.096,0.453,9.512,0.413,0.29,0.077,0.904,47.934,3.234,0.918,0.904,11.164,0.237,0.347,0.566,0.645,2.731,0,0,0.176,0.044,6.849,0.00989
39,1447,A+,20070531,AMERICAN EXPRESS CO,AXP,25.983,0.157,21.461,20.629,21.166,20.827,20.498,2.714,8.263,0.181,0.135,0.196,0.191,0.196,0.191,0.161,0.047,0.362,0.086,0.3,0.362,0,0.362,0.045,0.216,0.784,1.138,0.784,0.076,0.452,9.512,0.311,0.341,0.077,0.9,47.76,3.63,0.914,0.899,10.659,0.231,0.336,0.566,0.582,2.693,0,0,0.176,0.046,7.353,0.00923
40,1447,A+,20070630,AMERICAN EXPRESS CO,AXP,24.463,0.157,21.461,19.422,19.928,19.609,19.3,2.555,7.78,0.181,0.135,0.196,0.191,0.196,0.191,0.161,0.047,0.362,0.086,0.3,0.362,0,0.362,0.045,0.216,0.784,1.138,0.784,0.076,0.452,9.512,0.311,0.341,0.077,0.9,47.76,3.63,0.914,0.899,10.659,0.231,0.336,0.566,0.582,2.693,0,0,0.176,0.046,6.923,0.00981
41,1447,A+,20070731,AMERICAN EXPRESS CO,AXP,23.296,0.157,21.461,18.584,19.068,18.763,18.467,2.433,7.409,0.181,0.135,0.196,0.191,0.196,0.191,0.161,0.047,0.362,0.086,0.3,0.362,0,0.362,0.045,0.216,0.784,1.138,0.784,0.076,0.452,9.512,0.311,0.341,0.077,0.9,47.76,3.63,0.914,0.899,10.659,0.231,0.336,0.566,0.582,2.693,0,0,0.176,0.046,6.593,0.0102
42,1447,A+,20070831,AMERICAN EXPRESS CO,AXP,22.539,0.147,21.461,18.093,18.492,17.927,17.818,2.356,6.974,0.181,0.135,0.196,0.185,0.196,0.188,0.159,0.047,0.376,0.082,0.3,0.376,0,0.376,0.045,0.202,0.798,1.132,0.798,0.074,0.465,9.512,0.295,0.358,0.077,0.899,47.733,3.939,0.917,0.903,11.018,0.231,0.333,0.566,0.562,2.774,0,0,0.176,0.048,6.515,0.0102
43,1447,A+,20070930,AMERICAN EXPRESS CO,AXP,22.827,0.147,21.461,18.324,18.729,18.156,18.046,2.386,7.063,0.181,0.135,0.196,0.185,0.196,0.188,0.159,0.047,0.376,0.082,0.3,0.376,0,0.376,0.045,0.202,0.798,1.132,0.798,0.074,0.465,9.512,0.295,0.358,0.077,0.899,47.733,3.939,0.917,0.903,11.018,0.231,0.333,0.566,0.562,2.774,0,0,0.176,0.048,6.598,0.0101
44,1447,A+,20071031,AMERICAN EXPRESS CO,AXP,23.178,0.147,21.461,18.812,19.227,18.639,18.526,2.423,7.172,0.181,0.135,0.196,0.185,0.196,0.188,0.159,0.047,0.376,0.082,0.3,0.376,0,0.376,0.045,0.202,0.798,1.132,0.798,0.074,0.465,9.512,0.295,0.358,0.077,0.899,47.733,3.939,0.917,0.903,11.018,0.231,0.333,0.566,0.562,2.774,0,0,0.176,0.048,6.7,0.00984
45,1447,A+,20071130,AMERICAN EXPRESS CO,AXP,21.772,0.157,21.461,17.246,17.606,17.096,17.347,2.255,6.007,0.172,0.136,0.204,0.188,0.204,0.187,0.156,0.049,0.393,0.082,0.3,0.393,0,0.393,0.047,0.19,0.81,1.123,0.81,0.072,0.476,9.512,0.279,0.373,0.077,0.911,48.149,4.27,0.92,0.903,11.448,0.231,0.339,0.566,0.546,2.876,0,0,0.176,0.056,6.329,0.0102
46,1447,A+,20071231,AMERICAN EXPRESS CO,AXP,19.203,0.157,21.461,15.211,15.528,15.078,15.3,1.989,5.298,0.172,0.136,0.204,0.188,0.204,0.187,0.156,0.049,0.393,0.082,0.3,0.393,0,0.393,0.047,0.19,0.81,1.123,0.81,0.072,0.476,9.512,0.279,0.373,0.077,0.911,48.149,4.27,0.92,0.903,11.448,0.231,0.339,0.566,0.546,2.876,0,0,0.176,0.056,5.582,0.0115
47,1447,A+,20080131,AMERICAN EXPRESS CO,AXP,17.959,0.157,21.461,14.365,14.666,14.241,14.45,1.86,4.955,0.172,0.136,0.204,0.188,0.204,0.187,0.156,0.049,0.393,0.082,0.3,0.393,0,0.393,0.047,0.19,0.81,1.123,0.81,0.072,0.476,9.512,0.279,0.373,0.077,0.911,48.149,4.27,0.92,0.903,11.448,0.231,0.339,0.566,0.546,2.876,0,0,0.176,0.056,5.22,0.0147
48,1447,A+,20080229,AMERICAN EXPRESS CO,AXP,13.961,0.183,20.677,13.056,13.302,12.478,12.589,1.546,5.764,0.183,0.128,0.204,0.183,0.204,0.176,0.148,0.046,0.376,0.076,0.273,0.376,0.101,0.376,0.043,0.202,0.798,1.34,0.798,0.101,0.488,11.332,0.405,0.313,0.061,0.889,51.561,3.941,0.926,0.904,12.585,0.228,0.343,0.777,0.58,2.868,0,0,0.172,0.032,4.434,0.017
49,1447,A+,20080331,AMERICAN EXPRESS CO,AXP,14.45,0.183,20.677,13.494,13.748,12.897,13.012,1.6,5.966,0.183,0.128,0.204,0.183,0.204,0.176,0.148,0.046,0.376,0.076,0.273,0.376,0.101,0.376,0.043,0.202,0.798,1.34,0.798,0.101,0.488,11.332,0.405,0.313,0.061,0.889,51.561,3.941,0.926,0.904,12.585,0.228,0.343,0.777,0.58,2.868,0,0,0.172,0.032,4.589,0.0165
50,1447,A+,20080430,AMERICAN EXPRESS CO,AXP,15.875,0.183,20.677,14.821,15.101,14.165,14.292,1.758,6.554,0.183,0.128,0.204,0.183,0.204,0.176,0.148,0.046,0.376,0.076,0.273,0.376,0.101,0.376,0.043,0.202,0.798,1.34,0.798,0.101,0.488,11.332,0.405,0.313,0.061,0.889,51.561,3.941,0.926,0.904,12.585,0.228,0.343,0.777,0.58,2.868,0,0,0.172,0.032,5.042,0.015
51,1447,A+,20080531,AMERICAN EXPRESS CO,AXP,16.235,0.227,22.388,14.439,14.668,13.474,13.877,1.652,5.004,0.182,0.125,0.184,0.163,0.184,0.171,0.142,0.043,0.379,0.069,0.273,0.379,0.101,0.379,0.043,0.178,0.822,1.145,0.822,0.095,0.505,11.825,0.282,0.393,0.061,0.914,48.73,4.605,0.921,0.903,11.716,0.232,0.351,0.777,0.526,2.95,0,0,0.172,0.048,4.664,0.0155
52,1447,A+,20080630,AMERICAN EXPRESS CO,AXP,13.195,0.227,22.388,11.735,11.921,10.951,11.278,1.343,4.067,0.182,0.125,0.184,0.163,0.184,0.171,0.142,0.043,0.379,0.069,0.273,0.379,0.101,0.379,0.043,0.178,0.822,1.145,0.822,0.095,0.505,11.825,0.282,0.393,0.061,0.914,48.73,4.605,0.921,0.903,11.716,0.232,0.351,0.777,0.526,2.95,0,0,0.172,0.048,3.791,0.0191
53,1447,A+,20080731,AMERICAN EXPRESS CO,AXP,13.009,0.227,22.388,11.564,11.747,10.791,11.114,1.324,4.01,0.182,0.125,0.184,0.163,0.184,0.171,0.142,0.043,0.379,0.069,0.273,0.379,0.101,0.379,0.043,0.178,0.822,1.145,0.822,0.095,0.505,11.825,0.282,0.393,0.061,0.914,48.73,4.605,0.921,0.903,11.716,0.232,0.351,0.777,0.526,2.95,0,0,0.172,0.048,3.737,0.0194
54,1447,A+,20080831,AMERICAN EXPRESS CO,AXP,13.732,0.281,24.209,14.021,14.222,12.677,13.139,1.388,4.151,0.21,0.111,0.161,0.14,0.161,0.148,0.127,0.038,0.334,0.057,0.273,0.334,0.101,0.334,0.038,0.179,0.821,1.14,0.821,0.12,0.518,13.694,0.28,0.406,0.061,0.918,47.879,4.597,0.919,0.9,11.326,0.235,0.363,0.777,0.518,2.901,0,0,0.172,0.053,3.75,0.0181
55,1447,A+,20080930,AMERICAN EXPRESS CO,AXP,12.261,0.281,24.209,12.519,12.699,11.319,11.732,1.239,3.707,0.21,0.111,0.161,0.14,0.161,0.148,0.127,0.038,0.334,0.057,0.273,0.334,0.101,0.334,0.038,0.179,0.821,1.14,0.821,0.12,0.518,13.694,0.28,0.406,0.061,0.918,47.879,4.597,0.919,0.9,11.326,0.235,0.363,0.777,0.518,2.901,0,0,0.172,0.053,3.348,0.0203
56,1447,A+,20081031,AMERICAN EXPRESS CO,AXP,9.521,0.281,24.209,9.717,9.857,8.786,9.106,0.962,2.878,0.21,0.111,0.161,0.14,0.161,0.148,0.127,0.038,0.334,0.057,0.273,0.334,0.101,0.334,0.038,0.179,0.821,1.14,0.821,0.12,0.518,13.694,0.28,0.406,0.061,0.918,47.879,4.597,0.919,0.9,11.326,0.235,0.363,0.777,0.518,2.901,0,0,0.172,0.053,2.6,0.0262
